date,season,Region,PM,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
2015-02-21T10:00:00Z,Winter,Nongzhanguan,227,0,93,1016,1,SE,1.79,0,0
2015-02-21T11:00:00Z,Winter,Nongzhanguan,256,0,93,1015,1,SE,3.58,0,0
2015-02-21T12:00:00Z,Winter,Nongzhanguan,279,-1,86,1014,1,SE,5.37,0,0
2015-02-21T13:00:00Z,Winter,Nongzhanguan,312,0,93,1013,1,SE,9.39,0,0
2015-02-21T14:00:00Z,Winter,Nongzhanguan,347,0,86,1014,2,cv,1.79,0,0
2015-02-21T15:00:00Z,Winter,Nongzhanguan,200,0,86,1015,2,NW,4.92,0,0
2015-02-21T16:00:00Z,Winter,Nongzhanguan,50,0,75,1015,4,NW,8.94,0,0
2015-02-21T17:00:00Z,Winter,Nongzhanguan,41,-7,44,1016,4,NW,18.77,0,0
2015-02-21T18:00:00Z,Winter,Nongzhanguan,26,-15,27,1019,2,NW,30.84,0,0
2015-02-21T19:00:00Z,Winter,Nongzhanguan,21,-18,22,1021,1,NW,39.78,0,0
2015-02-21T20:00:00Z,Winter,Nongzhanguan,28,-21,18,1021,0,NW,50.96,0,0
2015-02-21T21:00:00Z,Winter,Nongzhanguan,32,-20,20,1022,0,NW,59.01,0.2,0.2
2015-02-21T22:00:00Z,Winter,Nongzhanguan,27,-20,22,1023,-1,NW,70.19,0,0
2015-02-21T23:00:00Z,Winter,Nongzhanguan,45,-21,20,1023,-1,NW,82.26,0,0
2015-02-22T00:00:00Z,Winter,Nongzhanguan,50,-21,21,1024,-2,NW,91.2,0,0
2015-02-22T01:00:00Z,Winter,Nongzhanguan,85,-21,23,1024,-3,NW,100.14,0,0
2015-02-22T02:00:00Z,Winter,Nongzhanguan,102,-21,25,1024,-4,NW,109.97,0,0
2015-02-22T03:00:00Z,Winter,Nongzhanguan,105,-21,25,1024,-4,NW,118.91,0,0
2015-02-22T04:00:00Z,Winter,Nongzhanguan,102,-22,23,1024,-4,NW,127.85,0,0
2015-02-22T05:00:00Z,Winter,Nongzhanguan,83,-22,23,1025,-4,NW,139.03,0,0
2015-02-22T06:00:00Z,Winter,Nongzhanguan,68,-22,23,1025,-4,NW,147.08,0,0
2015-02-22T07:00:00Z,Winter,Nongzhanguan,49,-21,25,1024,-4,NW,156.02,0,0
2015-02-22T08:00:00Z,Winter,Nongzhanguan,35,-21,25,1025,-4,NW,164.96,0,0
2015-02-22T09:00:00Z,Winter,Nongzhanguan,33,-21,23,1025,-3,NW,172.11,0,0
2015-02-22T10:00:00Z,Winter,Nongzhanguan,19,-19,25,1025,-2,NW,181.94,0,0
2015-02-22T11:00:00Z,Winter,Nongzhanguan,25,-20,20,1024,0,NW,193.12,0,0
2015-02-22T12:00:00Z,Winter,Nongzhanguan,17,-20,19,1023,1,NW,204.3,0,0
2015-02-22T13:00:00Z,Winter,Nongzhanguan,17,-19,19,1022,2,NW,217.26,0,0
2015-02-22T14:00:00Z,Winter,Nongzhanguan,10,-19,19,1021,2,NW,228.44,0,0
2015-02-22T15:00:00Z,Winter,Nongzhanguan,16,-19,16,1021,4,NW,237.38,0,0
2015-02-22T16:00:00Z,Winter,Nongzhanguan,18,-19,16,1020,4,NW,247.21,0,0
2015-02-22T17:00:00Z,Winter,Nongzhanguan,28,-18,18,1021,4,NW,254.36,0,0
2015-02-22T18:00:00Z,Winter,Nongzhanguan,22,-18,19,1021,3,NW,261.51,0,0
2015-02-22T19:00:00Z,Winter,Nongzhanguan,27,-18,19,1022,3,NW,267.32,0,0
2015-02-22T20:00:00Z,Winter,Nongzhanguan,29,-18,21,1022,2,NW,272.24,0,0
2015-02-22T21:00:00Z,Winter,Nongzhanguan,29,-18,21,1023,2,NW,276.26,0,0
2015-02-22T22:00:00Z,Winter,Nongzhanguan,36,-17,24,1023,1,NW,281.18,0,0
2015-02-22T23:00:00Z,Winter,Nongzhanguan,28,-17,24,1023,1,NW,286.1,0,0
2015-02-23T00:00:00Z,Winter,Nongzhanguan,26,-14,42,1022,-3,NW,291.02,0,0
2015-02-23T01:00:00Z,Winter,Nongzhanguan,18,-14,42,1022,-3,cv,0.89,0,0
2015-02-23T02:00:00Z,Winter,Nongzhanguan,19,-13,53,1023,-5,NW,3.13,0,0
2015-02-23T03:00:00Z,Winter,Nongzhanguan,14,-14,49,1022,-5,NW,6.26,0,0
2015-02-23T04:00:00Z,Winter,Nongzhanguan,20,-13,53,1022,-5,NW,9.39,0,0
2015-02-23T05:00:00Z,Winter,Nongzhanguan,17,-14,53,1023,-6,NW,12.52,0,0
2015-02-23T06:00:00Z,Winter,Nongzhanguan,17,-14,57,1023,-7,NW,14.31,0,0
2015-02-23T07:00:00Z,Winter,Nongzhanguan,27,-14,57,1023,-7,cv,0.89,0,0
2015-02-23T08:00:00Z,Winter,Nongzhanguan,27,-13,45,1023,-3,NW,3.13,0,0
2015-02-23T09:00:00Z,Winter,Nongzhanguan,30,-15,33,1024,-1,NW,4.92,0,0
2015-02-23T10:00:00Z,Winter,Nongzhanguan,33,-18,21,1023,2,NW,8.05,0,0
2015-02-23T11:00:00Z,Winter,Nongzhanguan,40,-18,21,1023,2,cv,1.79,0,0
2015-02-23T12:00:00Z,Winter,Nongzhanguan,48,-17,18,1022,5,cv,2.68,0,0
2015-02-23T13:00:00Z,Winter,Nongzhanguan,36,-17,18,1020,5,SE,3.13,0,0
2015-02-23T14:00:00Z,Winter,Nongzhanguan,38,-16,18,1019,6,SE,7.15,0,0
2015-02-23T15:00:00Z,Winter,Nongzhanguan,47,-16,18,1018,6,SE,11.17,0,0
2015-02-23T16:00:00Z,Winter,Nongzhanguan,55,-15,20,1018,6,SE,16.09,0,0
2015-02-23T17:00:00Z,Winter,Nongzhanguan,55,-14,23,1018,5,SE,21.01,0,0
2015-02-23T18:00:00Z,Winter,Nongzhanguan,65,-13,29,1018,3,SE,25.03,0,0
2015-02-23T19:00:00Z,Winter,Nongzhanguan,86,-13,34,1018,1,SE,29.05,0,0
2015-02-23T20:00:00Z,Winter,Nongzhanguan,150,-12,34,1018,2,cv,0.89,0,0
2015-02-23T21:00:00Z,Winter,Nongzhanguan,193,-8,63,1018,-2,SE,0.89,0,0
2015-02-23T22:00:00Z,Winter,Nongzhanguan,173,-9,58,1018,-2,SE,2.68,0,0
2015-02-23T23:00:00Z,Winter,Nongzhanguan,176,-9,54,1018,-1,SE,4.47,0,0
2015-02-24T00:00:00Z,Winter,Nongzhanguan,205,-9,54,1018,-1,SE,6.26,0,0
2015-02-24T01:00:00Z,Winter,Nongzhanguan,216,-9,63,1017,-3,NE,0.89,0,0
2015-02-24T02:00:00Z,Winter,Nongzhanguan,207,-8,73,1017,-4,SE,0.89,0,0
2015-02-24T03:00:00Z,Winter,Nongzhanguan,194,-8,73,1017,-4,SE,2.68,0,0
2015-02-24T04:00:00Z,Winter,Nongzhanguan,173,-9,63,1016,-3,NE,1.79,0,0
2015-02-24T05:00:00Z,Winter,Nongzhanguan,164,-9,63,1016,-3,cv,0.89,0,0
2015-02-24T06:00:00Z,Winter,Nongzhanguan,155,-9,73,1016,-5,NW,1.79,0,0
2015-02-24T07:00:00Z,Winter,Nongzhanguan,136,-10,67,1016,-5,NW,4.92,0,0
2015-02-24T08:00:00Z,Winter,Nongzhanguan,126,-8,73,1016,-4,NW,6.71,0,0
2015-02-24T09:00:00Z,Winter,Nongzhanguan,115,-7,59,1016,0,NW,8.5,0,0
2015-02-24T10:00:00Z,Winter,Nongzhanguan,107,-9,43,1016,2,cv,0.89,0,0
2015-02-24T11:00:00Z,Winter,Nongzhanguan,114,-7,47,1016,3,SE,1.79,0,0
2015-02-24T12:00:00Z,Winter,Nongzhanguan,129,-6,48,1015,4,SE,3.58,0,0
2015-02-24T13:00:00Z,Winter,Nongzhanguan,153,-6,48,1014,4,SE,5.37,0,0
2015-02-24T14:00:00Z,Winter,Nongzhanguan,182,-5,45,1013,6,SE,7.16,0,0
2015-02-24T15:00:00Z,Winter,Nongzhanguan,190,-4,48,1012,6,SE,8.95,0,0
2015-02-24T16:00:00Z,Winter,Nongzhanguan,199,-3,52,1013,6,SE,12.08,0,0
2015-02-24T18:00:00Z,Winter,Nongzhanguan,206,-3,60,1014,4,SE,17,0,0
2015-02-24T19:00:00Z,Winter,Nongzhanguan,189,-2,69,1015,3,cv,0.89,0,0
2015-02-24T20:00:00Z,Winter,Nongzhanguan,184,-1,74,1015,3,SE,1.79,0,0
2015-02-24T22:00:00Z,Winter,Nongzhanguan,214,-1,80,1016,2,cv,1.78,0,0
2015-02-24T23:00:00Z,Winter,Nongzhanguan,204,-1,80,1016,2,cv,2.67,0,0
2015-02-25T00:00:00Z,Winter,Nongzhanguan,203,-1,86,1016,1,NE,1.79,0,0
2015-02-25T01:00:00Z,Winter,Nongzhanguan,221,-1,80,1016,2,NW,1.79,0,0
2015-02-25T02:00:00Z,Winter,Nongzhanguan,228,-3,86,1016,-1,NW,4.92,0,0
2015-02-25T03:00:00Z,Winter,Nongzhanguan,225,-2,86,1016,0,NW,8.05,0,0
2015-02-25T04:00:00Z,Winter,Nongzhanguan,213,-3,86,1016,-1,NW,11.18,0,0
2015-02-25T05:00:00Z,Winter,Nongzhanguan,218,-3,86,1017,-1,NW,15.2,0,0
2015-02-25T06:00:00Z,Winter,Nongzhanguan,25,-3,80,1017,0,NW,18.33,0,0
2015-02-25T07:00:00Z,Winter,Nongzhanguan,9,-12,34,1018,2,NW,23.25,0,0
2015-02-25T08:00:00Z,Winter,Nongzhanguan,10,-20,15,1019,4,NW,31.3,0,0
2015-02-25T09:00:00Z,Winter,Nongzhanguan,3,-20,15,1020,4,NW,39.35,0,0
2015-02-25T10:00:00Z,Winter,Nongzhanguan,20,-21,13,1020,5,NW,48.29,0,0
2015-02-25T11:00:00Z,Winter,Nongzhanguan,10,-21,13,1020,5,NW,57.23,0,0
2015-02-25T12:00:00Z,Winter,Nongzhanguan,17,-21,11,1020,7,NW,65.28,0,0
2015-02-25T13:00:00Z,Winter,Nongzhanguan,17,-21,12,1019,6,NW,72.43,0,0
2015-02-25T14:00:00Z,Winter,Nongzhanguan,16,-22,10,1019,7,NW,78.24,0,0
2015-02-25T15:00:00Z,Winter,Nongzhanguan,10,-22,10,1019,7,NW,83.16,0,0
2015-02-25T16:00:00Z,Winter,Nongzhanguan,16,-22,10,1019,7,NW,90.31,0,0
2015-02-25T17:00:00Z,Winter,Nongzhanguan,14,-21,12,1020,6,NW,98.36,0,0
2015-02-25T18:00:00Z,Winter,Nongzhanguan,8,-22,12,1021,5,NW,104.17,0,0
2015-02-25T19:00:00Z,Winter,Nongzhanguan,5,-20,19,1021,1,NW,107.3,0,0
2015-02-25T20:00:00Z,Winter,Nongzhanguan,16,-21,16,1022,2,NW,108.19,0,0
2015-02-25T21:00:00Z,Winter,Nongzhanguan,27,-17,26,1023,0,cv,0.89,0,0
2015-02-25T22:00:00Z,Winter,Nongzhanguan,17,-15,36,1023,-2,NW,3.13,0,0
2015-02-25T23:00:00Z,Winter,Nongzhanguan,13,-15,36,1023,-2,NE,3.13,0,0
2015-02-26T00:00:00Z,Winter,Nongzhanguan,17,-15,33,1024,-1,NW,4.02,0,0
2015-02-26T01:00:00Z,Winter,Nongzhanguan,17,-16,30,1024,-1,NW,8.04,0,0
2015-02-26T02:00:00Z,Winter,Nongzhanguan,24,-15,45,1025,-5,NW,9.83,0,0
2015-02-26T03:00:00Z,Winter,Nongzhanguan,13,-16,35,1025,-3,NW,11.62,0,0
2015-02-26T04:00:00Z,Winter,Nongzhanguan,13,-16,38,1025,-4,NW,13.41,0,0
2015-02-26T05:00:00Z,Winter,Nongzhanguan,11,-16,38,1025,-4,cv,0.89,0,0
2015-02-26T06:00:00Z,Winter,Nongzhanguan,12,-14,53,1026,-6,NE,1.79,0,0
2015-02-26T07:00:00Z,Winter,Nongzhanguan,15,-17,41,1026,-6,NW,3.13,0,0
2015-02-26T08:00:00Z,Winter,Nongzhanguan,10,-17,28,1027,-1,NW,6.26,0,0
2015-02-26T09:00:00Z,Winter,Nongzhanguan,3,-20,20,1027,0,NW,11.18,0,0
2015-02-26T10:00:00Z,Winter,Nongzhanguan,14,-21,16,1027,2,NW,16.99,0,0
2015-02-26T11:00:00Z,Winter,Nongzhanguan,14,-21,16,1027,2,NW,22.8,0,0
2015-02-26T12:00:00Z,Winter,Nongzhanguan,14,-21,15,1026,3,NW,26.82,0,0
2015-02-26T13:00:00Z,Winter,Nongzhanguan,16,-22,12,1025,4,NW,32.63,0,0
2015-02-26T14:00:00Z,Winter,Nongzhanguan,12,-22,12,1025,5,NW,39.78,0,0
2015-02-26T15:00:00Z,Winter,Nongzhanguan,15,-21,13,1024,5,NW,45.59,0,0
2015-02-26T16:00:00Z,Winter,Nongzhanguan,14,-22,11,1024,6,NW,52.74,0,0
2015-02-26T17:00:00Z,Winter,Nongzhanguan,21,-22,11,1024,6,NW,59.89,0,0
2015-02-26T18:00:00Z,Winter,Nongzhanguan,14,-21,15,1025,3,NW,63.02,0,0
2015-02-26T19:00:00Z,Winter,Nongzhanguan,22,-20,16,1026,3,NW,66.15,0,0
2015-02-26T20:00:00Z,Winter,Nongzhanguan,18,-19,20,1027,1,NE,3.13,0,0
2015-02-26T21:00:00Z,Winter,Nongzhanguan,22,-18,22,1029,1,NE,4.92,0,0
2015-02-26T22:00:00Z,Winter,Nongzhanguan,26,-18,22,1030,1,NE,8.05,0,0
2015-02-26T23:00:00Z,Winter,Nongzhanguan,14,-18,24,1031,0,NE,9.84,0,0
2015-02-27T00:00:00Z,Winter,Nongzhanguan,9,-16,28,1031,0,NE,12.97,0,0
2015-02-27T01:00:00Z,Winter,Nongzhanguan,6,-16,30,1032,-1,NE,16.1,0,0
2015-02-27T02:00:00Z,Winter,Nongzhanguan,7,-17,30,1033,-2,NE,19.23,0,0
2015-02-27T03:00:00Z,Winter,Nongzhanguan,3,-16,33,1032,-2,NE,23.25,0,0
2015-02-27T04:00:00Z,Winter,Nongzhanguan,3,-16,33,1033,-2,NE,26.38,0,0
2015-02-27T05:00:00Z,Winter,Nongzhanguan,6,-16,33,1033,-2,NE,28.17,0,0
2015-02-27T06:00:00Z,Winter,Nongzhanguan,10,-16,33,1033,-2,cv,0.89,0,0
2015-02-27T07:00:00Z,Winter,Nongzhanguan,9,-15,39,1034,-3,cv,1.78,0,0
2015-02-27T08:00:00Z,Winter,Nongzhanguan,15,-13,42,1035,-2,cv,2.67,0,0
2015-02-27T09:00:00Z,Winter,Nongzhanguan,19,-15,33,1035,-1,cv,3.56,0,0
2015-02-27T10:00:00Z,Winter,Nongzhanguan,24,-17,26,1035,0,NW,1.79,0,0
2015-02-27T11:00:00Z,Winter,Nongzhanguan,22,-18,24,1035,0,SE,1.79,0,0
2015-02-27T12:00:00Z,Winter,Nongzhanguan,28,-16,28,1035,0,SE,3.58,0,0
2015-02-27T13:00:00Z,Winter,Nongzhanguan,32,-15,29,1034,1,SE,5.37,0,0
2015-02-27T14:00:00Z,Winter,Nongzhanguan,35,-15,27,1033,2,SE,7.16,0,0
2015-02-27T15:00:00Z,Winter,Nongzhanguan,44,-13,31,1033,2,SE,10.29,0,0
2015-02-27T16:00:00Z,Winter,Nongzhanguan,43,-12,34,1032,2,SE,12.08,0,0
2015-02-27T17:00:00Z,Winter,Nongzhanguan,44,-11,40,1032,1,SE,15.21,0,0
2015-02-27T18:00:00Z,Winter,Nongzhanguan,52,-11,40,1032,1,SE,17,0,0
2015-02-27T19:00:00Z,Winter,Nongzhanguan,45,-9,47,1032,1,SE,20.13,0,0
2015-02-27T20:00:00Z,Winter,Nongzhanguan,36,-10,43,1032,1,SE,24.15,0,0
2015-02-27T21:00:00Z,Winter,Nongzhanguan,36,-10,46,1032,0,SE,28.17,0,0
2015-02-27T22:00:00Z,Winter,Nongzhanguan,48,-9,50,1032,0,SE,32.19,0,0
2015-02-27T23:00:00Z,Winter,Nongzhanguan,44,-5,74,1032,-1,SE,35.32,0,0
2015-02-28T00:00:00Z,Winter,Nongzhanguan,47,-3,92,1032,-2,SE,39.34,0.1,0.1
2015-02-28T01:00:00Z,Winter,Nongzhanguan,38,-3,92,1031,-2,SE,43.36,0,0
2015-02-28T02:00:00Z,Winter,Nongzhanguan,47,-3,92,1031,-2,SE,46.49,0,0
2015-02-28T03:00:00Z,Winter,Nongzhanguan,42,-4,86,1030,-2,SE,49.62,0.1,0.1
2015-02-28T04:00:00Z,Winter,Nongzhanguan,45,-4,92,1029,-3,SE,52.75,0,0
2015-02-28T05:00:00Z,Winter,Nongzhanguan,55,-4,86,1028,-2,SE,54.54,0,0
2015-02-28T06:00:00Z,Winter,Nongzhanguan,72,-4,86,1028,-2,SE,56.33,0,0
2015-02-28T07:00:00Z,Winter,Nongzhanguan,86,-3,92,1028,-2,SE,58.12,0.1,0.1
2015-02-28T08:00:00Z,Winter,Nongzhanguan,100,-3,92,1028,-2,SE,59.01,0.4,0.5
2015-02-28T09:00:00Z,Winter,Nongzhanguan,106,-2,100,1028,-2,SE,60.8,0.3,0.8
2015-02-28T10:00:00Z,Winter,Nongzhanguan,141,-2,92,1027,-1,SE,63.93,0,0
2015-02-28T12:00:00Z,Winter,Nongzhanguan,128,-2,86,1025,0,SE,67.51,0,0
2015-02-28T13:00:00Z,Winter,Nongzhanguan,230,-2,86,1024,0,cv,0.89,0,0
2015-02-28T14:00:00Z,Winter,Nongzhanguan,235,-2,80,1024,1,cv,1.78,0,0
2015-02-28T15:00:00Z,Winter,Nongzhanguan,215,-2,80,1023,1,cv,3.57,0,0
2015-02-28T16:00:00Z,Winter,Nongzhanguan,215,-2,74,1023,2,SE,3.13,0,0
2015-02-28T17:00:00Z,Winter,Nongzhanguan,216,-2,80,1023,1,SE,4.92,0,0
2015-02-28T18:00:00Z,Winter,Nongzhanguan,227,-3,74,1023,1,SE,6.71,0,0
2015-02-28T20:00:00Z,Winter,Nongzhanguan,230,-3,86,1024,-1,SE,9.39,0,0
2015-02-28T21:00:00Z,Winter,Nongzhanguan,206,-2,92,1025,-1,SE,11.18,0,0
2015-02-28T22:00:00Z,Winter,Nongzhanguan,146,-3,92,1025,-2,NW,0.89,0,0
2015-02-28T23:00:00Z,Winter,Nongzhanguan,67,-2,92,1025,-1,cv,0.89,0,0
2015-03-01T00:00:00Z,Spring,Nongzhanguan,115,-3,86,1025,-1,cv,1.78,0,0
2015-03-01T01:00:00Z,Spring,Nongzhanguan,69,-4,92,1025,-3,SE,1.79,0,0
2015-03-01T02:00:00Z,Spring,Nongzhanguan,24,-5,92,1024,-4,SE,2.68,0,0
2015-03-01T03:00:00Z,Spring,Nongzhanguan,16,-5,92,1024,-4,SE,3.57,0,0
2015-03-01T04:00:00Z,Spring,Nongzhanguan,17,-7,79,1023,-4,NW,1.79,0,0
2015-03-01T05:00:00Z,Spring,Nongzhanguan,11,-9,68,1023,-4,SE,0.89,0,0
2015-03-01T06:00:00Z,Spring,Nongzhanguan,25,-9,79,1023,-6,cv,0.89,0,0
2015-03-01T07:00:00Z,Spring,Nongzhanguan,59,-10,50,1022,-1,SE,1.79,0,0
2015-03-01T08:00:00Z,Spring,Nongzhanguan,74,-12,32,1023,3,SE,4.92,0,0
2015-03-01T09:00:00Z,Spring,Nongzhanguan,75,-11,30,1023,5,NW,1.79,0,0
2015-03-01T10:00:00Z,Spring,Nongzhanguan,65,-5,45,1022,6,cv,0.89,0,0
2015-03-01T11:00:00Z,Spring,Nongzhanguan,53,-14,18,1022,9,SE,4.92,0,0
2015-03-01T12:00:00Z,Spring,Nongzhanguan,26,-14,16,1021,10,SE,12.07,0,0
2015-03-01T13:00:00Z,Spring,Nongzhanguan,34,-15,14,1019,11,SE,17.88,0,0
2015-03-01T14:00:00Z,Spring,Nongzhanguan,33,-15,14,1018,11,SE,22.8,0,0
2015-03-01T15:00:00Z,Spring,Nongzhanguan,19,-16,12,1017,12,SE,27.72,0,0
2015-03-01T17:00:00Z,Spring,Nongzhanguan,13,-16,13,1016,11,SE,40.68,0,0
2015-03-01T18:00:00Z,Spring,Nongzhanguan,27,-15,15,1016,10,SE,46.49,0,0
2015-03-01T19:00:00Z,Spring,Nongzhanguan,43,-15,16,1016,9,SE,51.41,0,0
2015-03-01T20:00:00Z,Spring,Nongzhanguan,51,-14,18,1016,9,SE,57.22,0,0
2015-03-01T21:00:00Z,Spring,Nongzhanguan,56,-14,18,1017,9,SE,62.14,0,0
2015-03-01T22:00:00Z,Spring,Nongzhanguan,56,-14,20,1016,7,SE,66.16,0,0
2015-03-01T23:00:00Z,Spring,Nongzhanguan,72,-13,24,1016,6,SE,67.95,0,0
2015-03-02T00:00:00Z,Spring,Nongzhanguan,78,-11,40,1015,1,NW,1.79,0,0
2015-03-02T01:00:00Z,Spring,Nongzhanguan,80,-8,58,1015,-1,SE,1.79,0,0
2015-03-02T02:00:00Z,Spring,Nongzhanguan,78,-7,68,1014,-2,cv,0.89,0,0
2015-03-02T03:00:00Z,Spring,Nongzhanguan,80,-9,68,1013,-4,NE,0.89,0,0
2015-03-02T04:00:00Z,Spring,Nongzhanguan,94,-8,73,1013,-4,NE,2.68,0,0
2015-03-02T05:00:00Z,Spring,Nongzhanguan,120,-9,63,1012,-3,cv,0.45,0,0
2015-03-02T06:00:00Z,Spring,Nongzhanguan,138,-8,73,1012,-4,NW,1.79,0,0
2015-03-02T07:00:00Z,Spring,Nongzhanguan,141,-8,79,1012,-5,cv,0.89,0,0
2015-03-02T08:00:00Z,Spring,Nongzhanguan,145,-6,68,1013,-1,NE,1.79,0,0
2015-03-02T09:00:00Z,Spring,Nongzhanguan,150,-9,38,1012,4,cv,0.89,0,0
2015-03-02T10:00:00Z,Spring,Nongzhanguan,158,-9,33,1012,6,NW,1.79,0,0
2015-03-02T11:00:00Z,Spring,Nongzhanguan,138,-10,26,1011,8,NW,3.58,0,0
2015-03-02T12:00:00Z,Spring,Nongzhanguan,88,-11,20,1010,11,SE,3.13,0,0
2015-03-02T13:00:00Z,Spring,Nongzhanguan,48,-16,11,1009,14,NW,8.05,0,0
2015-03-02T14:00:00Z,Spring,Nongzhanguan,30,-17,10,1008,14,NW,16.1,0,0
2015-03-02T15:00:00Z,Spring,Nongzhanguan,32,-16,10,1008,15,NW,24.15,0,0
2015-03-02T16:00:00Z,Spring,Nongzhanguan,30,-14,12,1008,15,NW,33.09,0,0
2015-03-02T17:00:00Z,Spring,Nongzhanguan,34,-15,12,1009,13,NW,41.14,0,0
2015-03-02T18:00:00Z,Spring,Nongzhanguan,25,-15,13,1009,12,NW,48.29,0,0
2015-03-02T19:00:00Z,Spring,Nongzhanguan,16,-13,18,1010,10,NW,57.23,0,0
2015-03-02T20:00:00Z,Spring,Nongzhanguan,9,-13,18,1012,10,NW,64.38,0,0
2015-03-02T21:00:00Z,Spring,Nongzhanguan,6,-14,18,1013,9,NW,72.43,0,0
2015-03-02T22:00:00Z,Spring,Nongzhanguan,9,-13,20,1015,8,NW,79.58,0,0
2015-03-02T23:00:00Z,Spring,Nongzhanguan,10,-14,20,1015,7,NW,85.39,0,0
2015-03-03T00:00:00Z,Spring,Nongzhanguan,7,-17,16,1016,7,NW,91.2,0,0
2015-03-03T01:00:00Z,Spring,Nongzhanguan,6,-18,14,1017,7,NW,99.25,0,0
2015-03-03T02:00:00Z,Spring,Nongzhanguan,7,-19,14,1018,6,NW,107.3,0,0
2015-03-03T03:00:00Z,Spring,Nongzhanguan,8,-21,14,1019,4,NW,117.13,0,0
2015-03-03T04:00:00Z,Spring,Nongzhanguan,6,-24,11,1020,3,NW,128.31,0,0
2015-03-03T05:00:00Z,Spring,Nongzhanguan,7,-26,10,1021,2,NW,139.49,0,0
2015-03-03T06:00:00Z,Spring,Nongzhanguan,3,-25,12,1022,1,NW,152.45,0,0
2015-03-03T07:00:00Z,Spring,Nongzhanguan,5,-24,15,1023,-1,NW,166.31,0,0
2015-03-03T08:00:00Z,Spring,Nongzhanguan,8,-23,16,1025,-1,NW,177.49,0,0
2015-03-03T10:00:00Z,Spring,Nongzhanguan,5,-23,16,1027,-1,NW,198.5,0,0
2015-03-03T11:00:00Z,Spring,Nongzhanguan,6,-25,12,1027,1,NW,207.44,0,0
2015-03-03T12:00:00Z,Spring,Nongzhanguan,9,-25,11,1026,2,NW,217.27,0,0
2015-03-03T13:00:00Z,Spring,Nongzhanguan,7,-25,10,1025,3,NW,226.21,0,0
2015-03-03T14:00:00Z,Spring,Nongzhanguan,11,-25,9,1024,4,NW,234.26,0,0
2015-03-03T15:00:00Z,Spring,Nongzhanguan,6,-26,8,1023,5,NW,245.44,0,0
2015-03-03T16:00:00Z,Spring,Nongzhanguan,4,-26,9,1023,4,NW,256.62,0,0
2015-03-03T17:00:00Z,Spring,Nongzhanguan,12,-26,9,1023,4,NW,265.56,0,0
2015-03-03T18:00:00Z,Spring,Nongzhanguan,11,-25,11,1024,2,NW,274.5,0,0
2015-03-03T19:00:00Z,Spring,Nongzhanguan,10,-26,10,1025,2,NW,283.44,0,0
2015-03-03T20:00:00Z,Spring,Nongzhanguan,17,-26,11,1026,1,NW,291.49,0,0
2015-03-03T21:00:00Z,Spring,Nongzhanguan,12,-27,10,1027,1,NW,299.54,0,0
2015-03-03T22:00:00Z,Spring,Nongzhanguan,4,-27,11,1028,0,NW,305.35,0,0
2015-03-03T23:00:00Z,Spring,Nongzhanguan,10,-26,12,1028,0,NW,310.27,0,0
2015-03-04T00:00:00Z,Spring,Nongzhanguan,17,-24,15,1028,-1,NW,315.19,0,0
2015-03-04T01:00:00Z,Spring,Nongzhanguan,12,-24,14,1028,0,NW,320.11,0,0
2015-03-04T02:00:00Z,Spring,Nongzhanguan,12,-24,15,1028,-1,NW,325.03,0,0
2015-03-04T03:00:00Z,Spring,Nongzhanguan,16,-24,16,1028,-2,NW,329.05,0,0
2015-03-04T04:00:00Z,Spring,Nongzhanguan,13,-23,18,1028,-2,NW,333.07,0,0
2015-03-04T05:00:00Z,Spring,Nongzhanguan,13,-22,21,1028,-3,NW,337.09,0,0
2015-03-04T06:00:00Z,Spring,Nongzhanguan,18,-21,27,1029,-5,NW,340.22,0,0
2015-03-04T07:00:00Z,Spring,Nongzhanguan,14,-22,24,1029,-5,cv,0.89,0,0
2015-03-04T08:00:00Z,Spring,Nongzhanguan,21,-21,21,1030,-2,cv,1.78,0,0
2015-03-04T09:00:00Z,Spring,Nongzhanguan,16,-23,14,1031,1,cv,2.67,0,0
2015-03-04T10:00:00Z,Spring,Nongzhanguan,13,-26,10,1031,2,NW,1.79,0,0
2015-03-04T11:00:00Z,Spring,Nongzhanguan,3,-25,10,1030,3,NW,3.58,0,0
2015-03-04T12:00:00Z,Spring,Nongzhanguan,11,-27,8,1029,4,cv,1.79,0,0
2015-03-04T13:00:00Z,Spring,Nongzhanguan,10,-27,7,1028,5,cv,3.58,0,0
2015-03-04T14:00:00Z,Spring,Nongzhanguan,21,-28,6,1027,6,cv,5.37,0,0
2015-03-04T15:00:00Z,Spring,Nongzhanguan,21,-27,7,1026,6,SE,4.02,0,0
2015-03-04T16:00:00Z,Spring,Nongzhanguan,26,-26,7,1026,6,SE,7.15,0,0
2015-03-04T17:00:00Z,Spring,Nongzhanguan,31,-25,8,1026,6,SE,11.17,0,0
2015-03-04T18:00:00Z,Spring,Nongzhanguan,25,-24,10,1026,4,SE,15.19,0,0
2015-03-04T19:00:00Z,Spring,Nongzhanguan,37,-23,13,1027,2,SE,19.21,0,0
2015-03-04T20:00:00Z,Spring,Nongzhanguan,43,-23,11,1027,4,SE,24.13,0,0
2015-03-04T21:00:00Z,Spring,Nongzhanguan,48,-22,14,1028,2,SE,25.92,0,0
2015-03-04T22:00:00Z,Spring,Nongzhanguan,55,-18,26,1028,-1,SE,27.71,0,0
